	Po-054	Po-058	Po-094	Po-106	Po-110	Po-116	Po-118	Po-124	Po-134	Po-136	Po-144	Po-156	Po-176	Po-182	Po-186	Po-190	Po-194	Po-214	Po-218	Po-222	Po-228	Po-230	Po-232	Po-234	
Pocillopora131782306	23	26	17	50	0	0	0	0	30	9	71	46	87	66	15	0	0	46	50	0	11	43	6	57	
Pocillopora131782307	4	1	4	2	0	0	0	0	2	0	17	6	5	6	3	0	0	5	0	0	1	6	3	7	
Pocillopora131782313	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	5	0	0	0	4	8	1	
Pocillopora131782314	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782315	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	1	0	0	0	4	0	0	
Pocillopora131782316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	
Pocillopora131782317	5	4	8	0	0	0	0	0	5	0	21	12	32	22	5	0	0	25	8	0	1	17	1	11	
Pocillopora131782318	0	0	0	0	0	0	0	0	0	0	1	3	1	5	4	0	0	1	0	0	0	1	0	1	
Pocillopora131782319	9	11	13	0	0	0	0	0	8	10	21	31	23	33	9	0	0	13	2	0	0	11	3	16	
Pocillopora131782320	6	12	9	37	0	0	0	0	42	0	68	47	99	53	24	0	0	51	10	0	4	25	14	51	
Pocillopora131782322	7	25	17	7	0	0	0	0	8	8	36	30	44	44	17	0	0	27	8	0	20	23	4	11	
Pocillopora131782324	0	0	0	0	0	0	0	0	3	0	2	4	3	2	4	0	0	3	0	0	0	1	0	0	
Pocillopora131782325	0	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	2	0	0	0	1	0	0	
Pocillopora131782326	7	8	7	14	0	2	0	0	8	1	22	30	37	17	13	0	0	29	0	0	9	5	5	19	
Pocillopora131782327	0	0	0	1	0	0	0	0	1	0	1	2	4	2	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782328	3	1	5	0	0	0	0	0	2	0	0	4	6	3	3	0	0	1	0	0	0	2	0	4	
Pocillopora131782330	0	0	0	0	0	0	0	0	0	0	0	1	5	1	0	0	0	2	1	0	0	0	0	0	
Pocillopora131782332	0	0	0	0	0	0	0	0	2	0	0	4	0	1	1	0	0	1	0	0	0	1	0	0	
Pocillopora131782333	0	1	1	0	0	0	0	0	1	0	7	6	13	8	2	0	0	2	0	0	0	11	0	5	
Pocillopora131782334	0	0	0	1	0	0	0	0	3	2	8	2	10	10	0	0	0	6	6	0	0	3	0	0	
Pocillopora131782336	0	3	2	0	0	0	0	0	4	0	0	0	1	2	0	0	0	1	0	0	0	2	5	3	
Pocillopora131782338	4	23	12	33	0	0	0	0	9	0	30	19	38	31	15	0	2	34	9	0	15	25	1	37	
Pocillopora131782340	0	0	0	0	0	0	0	0	0	0	4	2	4	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782341	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	
Pocillopora131782342	0	0	0	0	0	0	0	0	2	0	3	3	6	3	3	0	0	2	0	0	2	0	0	0	
Pocillopora131782347	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782355	0	0	0	2	0	0	0	0	0	0	0	2	3	0	0	0	0	3	0	0	0	3	0	0	
Pocillopora131782363	0	0	0	0	0	0	0	0	8	0	3	21	1	0	2	1	0	11	0	0	0	6	0	2	
Pocillopora131782367	2	1	1	2	0	0	0	0	0	2	2	1	1	3	2	0	0	2	3	0	1	1	0	12	
Pocillopora131782369	0	0	0	0	0	0	0	0	2	0	1	9	2	0	0	0	0	1	0	0	0	0	0	0	
Pocillopora131782372	18	12	16	7	0	0	0	0	17	0	55	44	47	30	11	0	0	30	9	0	19	22	3	31	
Pocillopora131782373	6	14	19	25	0	0	0	0	19	3	42	36	62	30	17	0	0	47	13	0	25	36	1	32	
Pocillopora131782375	315	293	322	212	7	4	4	0	243	42	933	603	1114	756	270	1	2	678	85	0	208	454	36	408	
Pocillopora131782376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Pocillopora131782377	0	4	0	0	0	0	0	0	0	0	2	3	3	4	0	0	0	2	0	0	4	2	0	2	
Pocillopora131782378	5	5	4	0	0	0	0	0	2	0	8	2	12	8	2	0	0	6	0	0	4	6	0	1	
Pocillopora131782379	0	1	0	0	0	0	0	0	0	0	5	2	2	0	0	0	0	3	0	0	0	1	0	0	
Pocillopora131782381	0	2	5	1	0	0	0	0	5	0	14	7	3	5	0	0	0	8	0	0	0	3	0	1	
Pocillopora131782382	0	0	6	8	0	0	0	0	8	0	27	0	22	20	2	0	0	9	0	0	8	8	0	2	
Pocillopora131782384	2	3	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	1	
Pocillopora131782385	18	18	29	17	0	0	0	0	19	1	46	32	42	38	21	0	8	40	2	0	33	44	4	39	
Pocillopora131782386	14	3	2	8	0	0	0	0	0	0	16	4	7	9	6	0	0	5	0	0	0	10	0	10	
Pocillopora131782387	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	
Pocillopora131782388	0	0	0	0	0	0	0	0	0	0	2	2	1	1	1	0	0	0	1	0	0	0	0	1	
Pocillopora131782389	0	0	0	0	0	0	0	0	0	0	1	5	2	0	0	0	0	0	0	0	0	1	0	0	
Pocillopora131782390	0	0	1	0	0	0	0	0	1	0	2	4	3	1	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782391	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	
Pocillopora131782394	7	3	12	2	0	0	0	0	15	5	26	20	30	7	3	0	0	37	0	0	5	14	4	17	
Pocillopora131782395	1	3	0	0	0	0	0	0	3	1	11	3	11	3	0	0	0	3	0	0	0	5	0	6	
Pocillopora131782396	4	2	0	0	0	0	0	0	1	0	7	0	8	5	5	0	0	6	8	0	0	9	0	6	
Pocillopora131782397	1	0	1	0	0	0	0	0	0	0	7	2	4	7	6	0	0	2	0	0	9	11	0	3	
Pocillopora131782399	7	5	4	0	0	0	0	0	11	0	25	13	43	12	9	0	0	19	0	0	5	16	0	10	
Pocillopora131782402	5	7	5	5	0	0	0	0	2	0	6	17	6	3	1	0	0	4	2	0	3	4	0	6	
Pocillopora131782403	0	0	0	0	0	0	0	0	3	0	5	0	0	6	0	0	0	3	0	0	0	0	0	0	
Pocillopora131782404	3	0	7	0	0	0	0	0	1	0	8	3	2	0	0	0	0	1	0	0	0	0	0	2	
Pocillopora131782405	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782406	0	4	2	0	0	0	0	0	1	1	3	10	15	16	10	0	0	2	0	0	0	15	0	6	
Pocillopora131782410	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782412	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	1	0	0	0	0	0	2	
Pocillopora131782413	4	5	9	1	0	0	0	0	11	0	9	8	10	9	7	0	0	13	5	0	8	7	4	10	
Pocillopora131782414	341	259	320	344	0	0	0	0	166	60	638	440	734	583	195	1	0	428	97	0	294	332	134	254	
Pocillopora131782415	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782417	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782419	1546	1359	1565	1121	59	7	9	4	1201	282	2868	2322	3254	2953	1244	15	10	2414	519	19	1462	2175	627	1807	
Pocillopora131782420	2	2	6	0	0	0	0	0	1	0	0	5	5	2	2	0	0	1	0	0	0	2	0	7	
Pocillopora131782423	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782424	0	0	0	0	0	0	0	0	0	0	0	1	5	2	0	0	0	0	0	0	0	0	0	1	
Pocillopora131782425	0	0	7	15	0	0	0	0	1	0	22	13	12	2	7	0	0	12	4	0	6	0	0	9	
Pocillopora131782426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	
Pocillopora131782428	3	1	9	3	0	0	0	0	3	0	14	12	12	6	9	0	0	6	0	0	0	5	0	2	
Pocillopora131782430	1	2	0	2	0	0	0	0	0	0	8	7	9	1	4	0	0	0	0	0	0	5	0	4	
Pocillopora131782431	10	13	15	0	0	0	0	0	6	0	34	19	12	28	5	0	0	13	0	0	7	16	0	9	
Pocillopora131782432	6	5	3	6	0	3	0	0	7	0	17	20	20	13	7	0	0	6	2	0	3	7	1	5	
Pocillopora131782433	1	2	8	0	0	0	0	0	5	0	13	18	11	4	5	0	0	5	0	0	0	4	0	6	
Pocillopora131782435	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782437	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	
Pocillopora131782438	1	0	0	0	0	0	0	0	0	0	2	4	6	2	4	0	0	5	0	0	0	0	0	5	
Pocillopora131782440	0	2	0	1	0	0	0	0	0	0	4	2	1	2	0	0	0	1	0	0	0	2	0	0	
Pocillopora131782441	0	1	3	3	0	0	0	0	0	0	6	5	2	1	3	0	0	1	0	0	0	0	0	1	
Pocillopora131782442	0	4	7	0	0	0	0	0	0	0	6	5	4	2	0	0	0	2	0	0	0	5	0	6	
Pocillopora131782443	0	0	4	4	0	0	0	0	3	1	1	2	6	1	0	0	0	2	0	0	1	1	0	5	
Pocillopora131782445	0	4	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	
Pocillopora131782446	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2	0	0	1	0	0	0	0	0	0	
Pocillopora131782447	1	2	3	1	0	0	0	0	0	0	4	5	7	9	3	0	0	3	0	0	1	6	0	5	
Pocillopora131782448	0	8	2	3	0	0	0	0	8	0	20	23	30	12	4	0	0	18	3	0	6	14	0	3	
Pocillopora131782450	3	38	34	33	2	0	0	0	15	6	63	44	105	66	17	0	0	62	6	0	35	50	20	57	
Pocillopora131782451	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	
Pocillopora131782454	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	
Pocillopora131782462	30	55	75	56	1	0	0	4	68	13	131	126	161	101	55	0	0	104	10	0	97	71	19	94	
Pocillopora131782463	64	41	56	63	11	5	0	0	45	14	102	99	176	113	43	0	0	104	34	0	35	55	10	98	
Pocillopora131782464	0	0	3	0	0	0	0	0	5	0	3	5	5	1	0	0	0	2	0	0	0	0	1	2	
Pocillopora131782465	4	2	0	5	0	0	0	0	0	0	4	1	10	4	0	0	0	1	0	0	0	0	0	4	
Pocillopora131782466	5	13	24	16	1	0	0	0	35	1	74	46	92	77	33	0	5	53	18	0	14	39	9	38	
Pocillopora131782467	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782468	17	45	20	24	0	0	0	0	20	1	54	41	52	25	14	0	0	27	13	0	38	21	8	39	
Pocillopora131782469	6	2	4	1	0	0	0	0	3	0	17	0	10	7	2	0	0	13	0	0	0	5	0	3	
Pocillopora131782470	0	4	9	0	0	0	0	0	3	0	5	3	11	5	3	0	0	6	0	0	0	5	0	3	
Pocillopora131782472	15	8	9	6	4	0	0	0	15	6	19	31	47	23	11	0	0	16	4	0	10	15	0	18	
Pocillopora131782473	6	10	1	6	0	0	0	0	6	0	7	3	7	14	5	0	0	8	0	0	4	1	2	10	
Pocillopora131782474	6	7	3	2	0	0	2	0	1	0	32	10	27	18	4	0	0	7	8	0	19	8	0	10	
Pocillopora131782475	0	0	1	3	0	0	0	0	1	0	2	3	3	7	1	0	0	10	0	0	0	4	0	0	
Pocillopora131782476	0	4	5	0	0	0	0	0	2	1	4	5	12	5	1	0	0	6	7	0	2	1	0	9	
Pocillopora131782477	0	0	0	1	0	0	0	0	1	6	4	6	9	7	3	0	0	6	0	0	0	2	0	4	
Pocillopora131782480	20	58	33	54	0	0	0	1	51	20	121	99	149	114	42	0	0	89	15	0	53	86	9	86	
Pocillopora131782482	1	1	0	0	4	0	0	0	6	1	4	16	3	2	6	0	0	6	6	0	4	2	0	7	
Pocillopora131782483	0	1	2	10	1	0	0	0	2	0	7	16	5	1	2	0	0	8	0	0	9	7	0	1	
Pocillopora131782484	0	1	2	0	0	0	0	0	0	0	4	9	3	2	0	0	0	3	0	0	2	2	0	2	
Pocillopora131782486	0	3	5	2	0	0	0	0	0	0	12	4	12	5	0	0	0	3	0	0	8	7	0	8	
Pocillopora131782487	0	0	0	0	0	0	0	0	0	0	1	3	1	3	0	0	0	0	0	0	4	3	0	0	
Pocillopora131782489	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	
Pocillopora131782490	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	
Pocillopora131782491	0	0	1	5	0	0	0	0	0	0	1	3	1	2	0	0	0	0	0	0	0	0	0	1	
Pocillopora131782492	0	0	5	0	0	0	0	0	0	0	10	10	5	5	2	0	0	5	0	0	0	2	0	6	
Pocillopora131782493	0	1	1	1	0	0	0	0	2	0	14	3	6	5	1	0	0	2	0	0	0	0	2	2	
Pocillopora131782494	0	3	0	0	0	0	0	0	0	0	4	5	5	3	0	0	0	3	5	0	0	2	0	1	
Pocillopora131782495	2	6	13	15	0	0	0	0	17	0	71	41	64	49	15	0	0	43	15	0	2	42	0	37	
Pocillopora131782496	14	18	24	17	0	0	0	0	18	3	53	54	79	53	16	0	0	27	4	0	24	29	5	36	
Pocillopora131782498	0	0	0	1	0	0	0	0	5	0	5	6	8	2	0	0	0	12	0	0	0	10	6	7	
Pocillopora131782499	0	0	3	0	0	0	0	0	0	0	1	10	0	4	0	0	0	1	1	0	0	0	0	0	
Pocillopora131782500	16	15	16	19	0	0	0	0	21	4	51	48	55	40	10	0	0	36	0	0	7	25	9	33	
Pocillopora131782501	0	0	5	1	0	0	0	0	1	0	5	4	10	9	5	0	0	2	0	0	4	3	0	6	
Pocillopora131782502	14	26	30	17	5	0	1	0	16	10	25	21	25	31	15	1	0	23	9	0	10	31	6	18	
Pocillopora131782505	66	29	28	75	87	17	24	12	10	26	28	30	19	27	16	19	7	19	19	17	32	14	23	43	
Pocillopora131782506	15	29	20	21	0	0	0	0	7	9	64	70	69	35	9	0	2	28	9	0	9	32	3	33	
Pocillopora131782507	0	6	1	10	0	0	0	0	10	0	19	18	28	23	3	0	0	13	0	0	7	6	1	8	
Pocillopora131782508	1	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	1	0	0	0	0	0	2	
Pocillopora131782509	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	
Pocillopora131782510	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	3	0	0	
Pocillopora131782511	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	2	0	0	
Pocillopora131782513	5	2	4	6	0	0	0	0	12	0	9	27	16	13	16	0	0	14	4	5	2	9	1	20	
Pocillopora131782514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Pocillopora131782515	1	5	12	2	0	0	0	0	6	1	22	7	21	13	10	0	0	11	0	0	3	9	0	8	
Pocillopora131782516	3	12	10	6	0	3	0	0	5	1	27	18	32	26	12	0	0	20	0	0	3	11	10	4	
Pocillopora131782517	0	0	0	3	0	0	0	0	3	0	11	9	5	7	1	0	0	5	0	0	0	3	0	12	
Pocillopora131782518	0	2	0	8	0	0	0	0	2	0	1	2	2	8	3	0	1	1	0	0	2	2	1	5	
Pocillopora131782519	0	0	2	0	0	0	0	0	6	0	4	2	4	3	5	0	0	1	0	0	0	0	0	2	
Pocillopora131782520	0	0	3	0	0	0	0	0	2	0	4	0	2	6	0	0	0	2	0	0	8	7	0	0	
Pocillopora131782521	0	1	0	4	0	0	0	0	0	0	10	8	0	4	3	0	0	6	0	0	0	1	0	5	
Pocillopora131782522	0	0	1	0	0	0	0	0	0	0	5	3	4	1	0	0	0	1	0	0	0	6	0	0	
Pocillopora131782523	0	1	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	3	0	0	0	0	1	0	
Pocillopora131782524	0	4	3	0	0	0	0	0	2	0	30	8	17	17	4	7	0	10	0	0	4	3	0	5	
Pocillopora131782525	8	17	14	5	0	0	0	0	26	1	43	37	37	47	23	0	0	26	4	0	6	18	1	28	
Pocillopora131782526	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
Pocillopora131782527	0	0	0	3	0	0	0	0	1	0	4	0	3	0	0	0	0	1	0	0	0	0	0	3	
Pocillopora131782528	0	2	1	0	0	0	0	0	1	0	2	4	5	1	1	0	0	5	0	0	0	5	5	0	
Pocillopora131782529	7	12	7	1	0	0	0	0	3	0	19	12	15	6	3	0	0	4	2	0	0	12	0	3	
Pocillopora131782530	0	0	1	6	0	0	0	0	0	0	15	2	10	3	1	0	0	9	0	0	0	2	0	3	
Pocillopora131782532	3	4	0	5	0	0	0	0	9	1	21	14	14	26	1	0	0	14	0	0	7	12	0	6	
Pocillopora131782533	7	1	3	0	0	0	0	0	0	0	0	1	5	2	0	0	0	0	0	0	6	0	0	3	
Pocillopora131782534	0	2	9	3	0	0	0	2	1	0	9	8	11	9	0	0	0	4	0	0	0	2	0	4	
Pocillopora131782536	2	0	0	1	0	0	0	0	0	0	4	4	7	8	0	0	0	4	1	0	0	5	0	4	
Pocillopora131782537	2	1	0	1	0	0	0	0	1	0	10	2	7	4	5	0	0	1	0	0	0	5	0	2	
Pocillopora131782538	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782539	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782540	7	12	13	17	0	0	0	0	2	0	12	12	10	9	11	0	0	11	0	0	17	9	7	13	
Pocillopora131782541	3	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	5	0	0	1	
Pocillopora131782542	593	693	719	488	6	2	0	0	782	121	1792	1602	2150	1678	758	6	18	1480	255	10	692	1211	213	1128	
Pocillopora131782544	1	1	6	3	0	0	0	0	3	0	5	2	3	5	0	0	0	3	0	0	0	2	0	1	
Pocillopora131782545	7	8	8	6	0	0	2	0	4	0	26	11	18	12	1	0	0	2	2	0	3	5	1	6	
Pocillopora131782546	6	28	25	6	0	0	0	0	6	1	13	62	20	6	7	0	0	22	1	0	6	14	10	20	
Pocillopora131782547	6	3	5	0	0	0	0	0	3	0	17	14	20	8	7	0	0	21	0	0	5	7	0	13	
Pocillopora131782548	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	1	
Pocillopora131782549	0	1	0	6	0	0	0	0	0	0	12	0	7	1	1	0	0	2	1	0	0	0	0	0	
Pocillopora131782550	0	5	3	0	0	0	0	0	3	1	5	14	6	16	6	0	0	4	5	0	9	4	0	1	
Pocillopora131782551	5	3	11	2	0	0	0	0	3	0	16	20	23	16	7	0	0	6	5	0	2	12	0	6	
Pocillopora131782552	20	5	8	4	0	0	0	0	22	0	43	18	35	30	11	0	0	29	0	0	0	16	10	13	
Pocillopora131782553	0	0	0	0	0	0	0	0	1	0	0	3	0	3	1	0	0	4	0	0	5	0	0	0	
Pocillopora131782554	4	0	0	0	0	0	0	0	0	0	0	3	6	2	3	0	0	1	0	0	0	0	0	4	
Pocillopora131782555	8	2	0	2	0	0	0	0	3	0	17	15	15	15	0	0	0	9	0	0	3	3	0	5	
Pocillopora131782556	15	8	3	6	0	0	0	0	8	5	31	14	18	28	12	0	0	25	3	0	4	18	1	4	
Pocillopora131782557	0	4	9	11	0	0	0	0	5	1	17	15	31	28	5	0	0	12	0	0	10	12	1	8	
Pocillopora131782558	0	0	0	0	0	0	0	0	4	0	0	1	0	0	2	0	0	1	0	0	3	1	0	5	
Pocillopora131782559	1	1	3	0	0	0	0	0	0	0	11	6	4	5	5	0	0	10	0	0	0	2	0	6	
Pocillopora131782560	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
Pocillopora131782561	42	63	81	88	2	0	0	0	85	3	244	201	316	181	74	0	0	208	30	0	80	164	9	132	
Pocillopora131782562	2	0	0	0	0	0	0	0	1	0	3	1	1	0	0	0	0	5	1	0	0	0	0	0	
Pocillopora131782563	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782564	0	3	4	0	0	0	0	0	4	0	9	1	5	5	0	0	0	10	0	0	8	5	0	0	
Pocillopora131782565	4	3	12	6	0	0	0	0	1	0	12	5	6	6	3	0	0	10	0	0	9	6	0	10	
Pocillopora131782566	0	0	2	0	0	0	0	0	0	0	0	2	4	0	1	0	0	3	0	0	0	0	0	0	
Pocillopora131782567	177	27	97	14	7	0	0	0	12	12	418	10	287	172	51	0	6	95	37	4	78	88	44	94	
Pocillopora131782568	1	2	1	1	0	0	0	0	5	0	3	2	7	9	0	0	0	9	0	0	0	1	0	3	
Pocillopora131782569	0	0	0	0	0	0	0	0	0	0	1	6	3	2	2	0	0	2	0	0	0	0	0	0	
Pocillopora131782570	2	24	14	25	0	0	0	0	22	14	51	42	58	39	21	0	0	46	1	0	23	33	7	35	
Pocillopora131782571	0	0	0	0	0	0	0	0	0	0	5	0	1	2	1	0	0	3	0	0	2	0	0	0	
Pocillopora131782572	2	4	5	5	0	0	0	0	4	0	14	14	14	19	6	0	0	16	0	0	15	18	1	18	
Pocillopora131782573	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	1	0	0	0	0	0	0	
Pocillopora131782574	0	4	3	1	0	0	0	0	2	0	8	13	16	5	3	0	0	12	7	0	2	2	0	10	
Pocillopora131782575	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782576	2	1	0	0	0	0	0	0	3	0	5	5	4	1	1	0	0	2	0	0	0	2	0	0	
Pocillopora131782577	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	
Pocillopora131782579	41	36	26	37	0	0	0	0	49	1	95	88	112	116	41	1	0	75	22	0	48	46	0	67	
Pocillopora131782580	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782581	0	4	0	5	0	0	0	0	3	0	4	3	4	6	3	0	0	2	0	0	10	3	0	3	
Pocillopora131782582	10	9	5	7	0	0	0	0	11	0	25	21	24	22	11	0	0	12	2	0	4	8	0	15	
Pocillopora131782583	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	
Pocillopora131782584	27	6	8	11	0	0	0	0	18	4	38	34	55	23	9	5	2	28	5	0	10	24	3	23	
Pocillopora131782585	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782587	0	5	5	0	0	0	0	0	5	0	12	8	12	8	1	0	0	6	0	0	1	7	4	6	
Pocillopora131782588	1	34	4	1	0	0	0	0	15	8	20	35	19	21	14	0	0	16	6	0	10	12	3	18	
Pocillopora131782591	13	1	9	3	0	0	0	0	0	2	15	34	13	13	2	0	0	3	0	0	0	5	0	5	
Pocillopora131782595	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	1	0	0	
Pocillopora131782596	0	0	0	0	0	0	0	0	0	0	0	4	6	2	0	0	0	5	5	0	0	5	0	4	
Pocillopora131782597	0	0	0	0	0	0	0	0	12	0	2	17	0	1	4	0	0	6	0	0	0	1	0	2	
Pocillopora131782598	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782604	0	8	8	13	0	0	0	0	12	0	16	11	10	13	9	0	1	11	6	0	1	9	2	18	
Pocillopora131782605	3	7	11	5	0	0	0	0	4	0	12	27	10	5	6	0	0	15	0	0	0	2	0	5	
Pocillopora131782606	10	9	26	10	0	0	0	0	5	5	72	22	23	17	8	0	0	20	8	0	4	16	0	7	
Pocillopora131782616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	
Pocillopora131782619	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	
Pocillopora131782625	2	4	7	4	0	0	0	0	7	0	6	7	14	17	1	0	0	4	5	0	2	6	0	7	
Pocillopora131782627	10	8	10	4	0	0	0	0	22	3	23	49	37	32	19	0	0	28	13	0	10	24	1	18	
Pocillopora131782630	11	11	30	53	4	0	0	0	50	8	87	82	88	54	25	0	0	76	36	0	15	38	3	95	
Pocillopora131782631	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	2	
Pocillopora131782633	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	1	0	0	0	2	0	1	
Pocillopora131782634	10	13	19	28	0	0	0	1	27	0	107	76	85	56	3	0	0	54	2	0	25	35	1	24	
Pocillopora131782635	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	1	0	0	0	0	0	0	
Pocillopora131782637	0	0	0	4	0	0	0	0	5	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
Pocillopora131782640	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782642	2	3	0	5	0	0	0	0	12	0	12	13	30	13	3	0	0	26	0	0	1	10	0	11	
Pocillopora131782644	0	0	0	1	0	0	0	0	0	0	4	9	9	7	0	0	0	7	0	0	0	1	0	3	
Pocillopora131782645	0	0	12	0	0	0	0	0	7	0	9	9	12	9	3	0	0	7	12	0	6	8	2	8	
Pocillopora131782650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
Pocillopora131782651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	
Pocillopora131782652	0	1	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	3	0	3	
Pocillopora131782653	0	0	0	0	0	0	0	0	3	0	0	4	0	0	1	0	0	0	1	0	0	0	0	1	
Pocillopora131782656	790	945	835	785	24	15	11	2	831	204	2032	1683	2291	1665	742	16	9	1567	415	16	700	1324	263	1394	
Pocillopora131782661	14	14	12	18	11	0	0	0	6	2	40	22	30	8	3	0	0	15	9	0	9	19	3	17	
Pocillopora131782662	1	2	0	0	0	0	0	0	3	0	9	7	11	1	0	0	0	5	0	0	0	3	0	6	
Pocillopora131782663	0	0	0	6	0	0	0	0	2	0	11	8	7	5	9	0	0	10	2	0	0	7	0	6	
Pocillopora131782664	0	0	0	0	0	0	0	0	0	0	3	4	2	0	1	0	0	1	0	0	0	1	0	3	
Pocillopora131782665	2	0	4	0	0	0	0	0	1	0	1	1	2	2	0	0	0	7	0	0	2	2	3	2	
Pocillopora131782666	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	1	0	0	0	0	0	0	
