	Po-054	Po-058	Po-094	Po-106	Po-110	Po-116	Po-118	Po-124	Po-134	Po-136	Po-144	Po-156	Po-176	Po-182	Po-186	Po-190	Po-194	Po-214	Po-218	Po-222	Po-228	Po-230	Po-232	Po-234	
Durusdinium10606	0	1	4	0	0	0	0	0	3	0	6	7	4	6	3	0	0	3	0	0	0	1	0	10	
Durusdinium10618	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium10620	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	
Durusdinium10627	0	3	1	3	0	0	0	0	0	0	1	3	2	0	1	0	0	4	0	0	1	1	0	4	
Durusdinium10635	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium10637	0	0	0	0	0	0	0	0	1	0	1	2	0	1	0	0	0	1	0	0	0	1	0	0	
Durusdinium1064	0	9	1	1	0	0	0	0	4	0	0	3	2	6	2	0	0	4	1	0	0	2	0	5	
Durusdinium10642	0	0	0	1	0	0	0	0	0	0	1	2	2	4	0	0	0	4	0	0	0	2	0	1	
Durusdinium10643	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
Durusdinium10644	14	14	11	19	0	0	0	0	33	4	32	49	40	42	38	0	0	55	3	0	22	32	6	39	
Durusdinium1065	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium10658	13	2	2	0	0	0	0	0	12	1	3	23	9	8	15	0	0	10	0	0	0	12	0	17	
Durusdinium10662	0	2	1	5	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	1	
Durusdinium1067	0	0	2	0	0	0	0	0	6	1	4	5	2	10	10	0	0	2	3	0	7	4	0	8	
Durusdinium10672	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	
Durusdinium10679	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
Durusdinium1068	0	5	4	0	0	0	0	0	16	0	10	9	9	6	13	0	0	12	0	0	1	11	2	3	
Durusdinium10680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
Durusdinium10681	3	3	0	0	0	0	0	0	3	0	7	21	6	18	11	0	0	15	8	0	2	6	0	13	
Durusdinium10686	0	0	0	5	0	0	0	0	1	0	9	10	12	5	7	0	0	2	4	0	1	8	2	14	
Durusdinium1069	0	0	0	1	0	0	0	0	10	0	6	9	12	8	15	0	0	15	0	0	1	13	0	26	
Durusdinium10690	3	21	20	29	0	0	0	0	42	7	19	50	30	77	30	0	0	77	7	0	17	47	5	60	
Durusdinium10696	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium10697	0	0	1	6	0	0	0	0	0	0	4	3	4	1	1	0	0	1	0	0	0	3	0	5	
Durusdinium10698	0	3	1	2	0	0	0	0	8	0	2	13	12	14	9	0	0	10	0	0	1	17	0	10	
Durusdinium10699	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	
Durusdinium107	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	4	1	
Durusdinium10703	0	2	0	0	0	0	0	0	3	0	1	1	0	1	3	0	0	0	0	0	0	2	0	0	
Durusdinium10707	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
Durusdinium10708	1	2	1	0	0	0	0	0	10	12	7	30	21	24	11	0	0	13	0	0	0	15	0	17	
Durusdinium10711	0	3	2	0	0	0	0	0	8	0	5	2	8	9	2	0	0	1	0	0	0	0	0	15	
Durusdinium10713	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	
Durusdinium10714	8	1	2	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	4	
Durusdinium10717	0	1	4	5	0	0	0	0	7	2	9	13	11	12	15	0	0	16	1	0	8	13	0	19	
Durusdinium10719	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	
Durusdinium10721	0	1	0	0	0	0	0	0	2	0	3	0	7	5	0	0	0	0	0	0	0	1	0	0	
Durusdinium10724	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
Durusdinium10725	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Durusdinium10726	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	
Durusdinium10728	0	2	2	0	0	0	0	0	6	2	8	6	5	10	2	0	0	2	0	0	2	6	0	12	
Durusdinium10735	0	0	3	1	0	0	0	0	5	0	11	22	19	10	8	0	0	13	0	0	9	4	2	22	
Durusdinium10736	0	0	4	0	0	0	0	0	2	1	2	8	4	2	5	0	0	2	0	0	2	0	4	10	
Durusdinium10737	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	1	0	0	2	0	2	
Durusdinium10740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
Durusdinium10747	0	1	3	0	0	0	0	0	7	0	6	5	2	6	5	0	0	9	0	0	0	8	4	12	
Durusdinium10755	0	2	0	19	0	0	0	0	10	0	2	8	8	5	11	0	0	6	2	0	0	5	0	15	
Durusdinium10757	0	5	3	2	0	0	0	0	4	0	3	7	3	5	12	0	0	6	0	0	1	2	0	14	
Durusdinium10758	0	1	4	0	0	0	0	0	3	7	1	0	2	2	5	0	0	7	0	0	1	1	1	10	
Durusdinium1076	2	0	6	4	0	0	0	0	9	0	4	12	0	2	0	0	0	6	0	0	0	1	3	2	
Durusdinium10766	0	1	8	0	0	0	0	0	16	0	18	31	9	13	8	0	0	19	0	0	10	14	12	19	
Durusdinium10774	0	0	0	0	0	0	0	0	3	0	0	4	2	1	3	0	0	1	0	0	0	4	0	0	
Durusdinium10789	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	
Durusdinium10791	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium10792	10	2	12	1	0	0	0	0	13	0	17	23	19	26	21	0	0	23	1	0	4	13	0	30	
Durusdinium10793	0	0	0	0	0	0	0	0	0	0	0	0	5	2	2	0	0	3	7	0	0	0	0	1	
Durusdinium10795	7	1	0	0	0	0	0	0	4	0	1	17	16	5	0	0	0	5	0	0	0	2	1	7	
Durusdinium108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
Durusdinium1080	0	0	0	0	0	0	0	0	2	0	5	1	5	4	6	0	0	5	0	0	0	4	1	4	
Durusdinium10802	0	11	19	40	0	0	0	0	36	0	23	49	39	51	29	0	0	50	13	0	41	42	5	45	
Durusdinium10804	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
Durusdinium1081	2	1	0	0	0	0	0	0	6	0	3	15	12	20	11	0	0	15	1	0	0	14	0	13	
Durusdinium10813	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	
Durusdinium10817	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	
Durusdinium10818	1	1	0	0	0	0	0	0	0	0	1	2	2	9	6	0	0	2	0	0	2	2	0	1	
Durusdinium1082	2	0	1	2	0	0	0	0	4	0	1	3	2	12	0	0	0	3	0	0	1	3	1	6	
Durusdinium10820	0	0	1	12	0	0	0	0	6	0	4	10	6	13	8	0	0	7	0	0	3	2	0	19	
Durusdinium10822	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	
Durusdinium10824	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium10825	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	4	0	0	1	
Durusdinium1083	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	3	0	0	
Durusdinium10831	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	1	0	0	0	0	5	5	
Durusdinium10840	0	0	1	0	0	0	0	0	6	0	2	1	2	0	0	0	0	2	0	0	0	0	0	5	
Durusdinium10842	0	0	1	0	0	0	0	0	1	0	3	3	1	1	0	0	0	0	0	0	0	2	0	3	
Durusdinium10843	0	0	2	0	0	0	0	0	5	0	3	5	4	0	14	0	0	13	0	0	0	4	0	9	
Durusdinium10851	0	2	0	3	0	0	0	0	17	0	3	9	9	6	1	0	0	17	7	0	0	10	3	11	
Durusdinium10852	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	
Durusdinium10855	0	2	5	0	0	0	0	0	14	0	0	12	2	4	2	0	0	7	0	0	0	9	0	11	
Durusdinium10856	0	2	0	4	0	0	0	0	2	0	4	3	2	1	0	0	0	2	0	0	0	3	0	9	
Durusdinium10857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
Durusdinium10858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	
Durusdinium10859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
Durusdinium10864	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium10865	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium10867	0	1	2	0	0	0	0	0	0	0	0	3	3	0	2	0	0	0	0	0	12	0	0	2	
Durusdinium10870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
Durusdinium10872	1	0	2	1	0	0	0	0	2	0	1	2	1	4	3	0	0	4	0	0	0	0	0	0	
Durusdinium10877	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	3	
Durusdinium10878	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	1	1	0	0	0	0	4	
Durusdinium10880	0	0	0	3	0	0	0	0	15	0	7	20	25	8	12	0	0	12	3	0	8	8	0	16	
Durusdinium10881	5	5	5	0	0	0	0	0	16	1	10	32	11	13	19	0	0	13	10	0	2	7	2	17	
Durusdinium10882	1	4	2	12	0	0	0	0	14	0	7	15	14	17	8	0	0	9	0	0	0	8	0	19	
Durusdinium10883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	
Durusdinium10889	2	15	27	31	0	0	0	0	25	13	20	20	10	12	21	0	0	28	6	0	5	33	13	50	
Durusdinium1089	0	0	2	0	0	0	0	0	1	0	2	3	0	2	5	0	0	1	0	0	0	5	0	2	
Durusdinium10894	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	
Durusdinium10897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
Durusdinium10898	1	21	16	27	1	0	0	0	61	10	38	81	55	59	55	0	0	65	6	0	11	40	15	91	
Durusdinium10899	4	1	2	11	0	0	0	0	12	0	4	18	15	10	16	0	0	21	11	0	1	4	0	12	
Durusdinium10902	0	1	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	1	
Durusdinium10903	5	0	0	0	0	0	0	0	6	0	7	11	5	9	3	0	0	5	0	0	7	5	1	10	
Durusdinium10906	0	0	1	0	0	0	0	0	0	0	2	3	1	10	0	0	0	1	0	0	0	3	0	6	
Durusdinium10908	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
Durusdinium10913	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	8	0	0	0	5	0	1	
Durusdinium10919	0	1	13	0	0	0	0	0	14	2	2	8	9	7	9	0	0	13	0	0	17	4	0	4	
Durusdinium10921	0	5	2	11	0	0	0	0	14	0	6	8	8	5	8	0	0	4	0	0	1	9	7	12	
Durusdinium10922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Durusdinium10923	0	2	0	0	0	0	0	0	12	0	5	8	4	6	14	0	0	0	1	0	0	7	0	7	
Durusdinium10925	0	0	5	3	0	0	0	0	8	0	2	13	5	3	7	0	0	9	3	0	0	2	0	7	
Durusdinium10928	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	2	
Durusdinium1093	0	0	0	0	0	0	0	0	2	0	0	0	1	3	2	0	0	1	1	0	2	2	2	3	
Durusdinium10931	0	6	18	10	0	0	0	0	15	6	8	13	13	9	9	0	0	21	13	0	10	10	1	22	
Durusdinium10934	0	0	1	4	0	0	0	0	29	0	10	21	18	9	4	0	0	9	0	0	1	15	0	15	
Durusdinium10935	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Durusdinium10943	0	2	1	6	0	0	0	0	1	0	5	11	10	9	10	0	0	0	0	0	0	3	0	8	
Durusdinium10946	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	
Durusdinium10947	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	2	0	0	
Durusdinium1095	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	
Durusdinium10950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	
Durusdinium10955	0	0	6	9	0	0	0	0	6	0	0	0	0	5	0	0	0	2	4	0	0	0	0	2	
Durusdinium10958	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
Durusdinium10963	10	0	7	9	0	0	0	0	13	0	4	8	5	15	18	0	0	13	0	0	11	6	0	20	
Durusdinium10965	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	
Durusdinium10968	0	0	0	0	0	0	0	0	2	0	1	1	1	0	4	0	0	2	0	0	6	1	0	2	
Durusdinium1097	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	
Durusdinium10973	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0	1	
Durusdinium1098	0	0	0	0	0	0	0	0	1	0	2	0	2	0	1	0	0	4	0	0	1	1	1	6	
Durusdinium10980	0	2	2	0	0	0	0	0	3	0	3	4	4	1	0	0	0	2	1	0	1	1	0	5	
Durusdinium10983	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium10985	0	0	12	6	0	0	0	0	1	0	6	7	15	11	3	0	0	21	0	0	0	2	0	25	
Durusdinium10992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	
Durusdinium10996	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	1	
Durusdinium11001	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
Durusdinium11006	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	
Durusdinium11009	2	3	4	5	0	0	0	0	16	0	15	27	21	23	7	0	0	21	0	0	26	12	0	22	
Durusdinium11014	4	0	12	3	0	0	0	0	21	3	16	28	23	25	21	0	0	25	2	0	2	11	0	33	
Durusdinium11015	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	
Durusdinium11017	0	1	1	0	0	0	0	0	6	0	2	3	1	6	3	0	0	3	0	0	0	0	0	2	
Durusdinium11027	0	3	0	6	0	0	0	0	14	0	3	15	7	4	18	0	0	1	1	0	0	0	0	3	
Durusdinium11033	4	0	0	10	0	0	0	0	3	3	0	2	2	4	2	0	0	5	4	0	0	1	0	8	
Durusdinium11034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
Durusdinium11035	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	3	
Durusdinium11037	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	
Durusdinium11044	0	0	1	1	0	0	0	0	5	1	2	5	5	3	11	0	0	14	0	0	0	2	0	4	
Durusdinium11046	0	0	2	0	0	0	0	0	1	0	0	4	3	3	0	0	0	1	1	0	0	1	1	1	
Durusdinium11049	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Durusdinium1105	5	0	4	3	0	0	0	0	4	0	1	8	5	7	5	0	0	7	1	0	0	3	0	9	
Durusdinium11051	0	11	13	21	0	0	0	0	21	0	5	31	18	24	14	0	0	46	12	0	8	25	23	35	
Durusdinium11052	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium11053	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
Durusdinium11058	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
Durusdinium1106	1	5	5	5	0	0	0	0	20	0	3	6	8	11	13	0	0	5	5	0	4	6	2	14	
Durusdinium11061	3	1	12	5	0	0	0	0	7	4	11	16	12	14	17	0	0	18	2	0	5	5	2	21	
Durusdinium11063	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium11065	0	5	9	10	0	0	0	0	21	3	5	35	19	32	15	0	0	17	0	0	16	6	8	26	
Durusdinium11068	0	0	2	0	0	0	0	0	0	0	0	3	4	3	7	0	0	1	0	0	0	3	0	3	
Durusdinium11069	0	0	3	8	0	0	0	0	13	1	6	3	7	5	11	0	0	5	0	0	0	4	1	22	
Durusdinium11070	0	0	0	0	0	0	0	0	5	0	0	7	0	0	0	0	0	1	0	0	1	0	0	0	
Durusdinium11072	19	27	36	79	0	0	0	0	36	37	23	37	15	37	46	0	0	65	28	0	30	32	33	38	
Durusdinium11076	0	0	0	0	0	0	0	0	8	0	1	6	7	7	7	0	0	9	0	0	0	7	0	13	
Durusdinium11077	0	0	0	0	0	0	0	0	0	0	1	1	2	1	3	0	0	0	0	0	0	0	0	0	
Durusdinium11078	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	
Durusdinium11079	0	1	0	0	0	0	0	0	1	1	0	4	0	2	1	0	0	2	0	0	0	0	0	0	
Durusdinium11082	0	0	0	0	0	0	0	0	0	0	3	6	0	2	0	0	0	1	0	0	0	4	0	2	
Durusdinium11086	0	0	0	0	0	0	0	0	0	0	1	4	1	0	3	0	0	2	0	0	0	1	6	2	
Durusdinium11087	0	0	0	0	0	0	0	0	1	0	2	3	0	4	4	0	0	0	0	0	0	0	0	1	
Durusdinium11090	0	0	0	0	0	0	0	0	5	0	0	0	2	2	3	0	0	4	0	0	0	1	0	1	
Durusdinium11096	1	3	0	0	0	0	0	0	2	0	3	5	2	9	1	0	0	4	0	0	3	4	1	2	
Durusdinium11098	0	2	3	4	0	0	0	0	7	0	4	5	9	4	3	0	0	1	7	0	0	0	0	8	
Durusdinium11099	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium111	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	2	0	0	0	1	0	3	
Durusdinium11102	0	5	22	5	0	0	0	0	14	0	19	52	27	33	16	0	0	28	0	0	6	22	1	34	
Durusdinium11103	0	2	0	0	0	0	0	0	4	0	3	4	5	2	2	0	0	0	0	0	0	2	0	11	
Durusdinium11105	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	1	0	0	0	0	0	0	
Durusdinium11106	0	0	0	8	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	4	0	3	
Durusdinium11107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Durusdinium11115	0	0	4	5	0	0	0	0	6	0	6	14	3	10	7	0	0	6	0	0	0	4	0	17	
Durusdinium11116	0	0	0	1	0	0	0	0	0	0	6	6	0	6	0	0	0	3	1	0	0	1	0	8	
Durusdinium11122	4	2	2	0	0	0	0	0	7	0	4	18	8	17	3	0	0	11	0	0	7	10	3	11	
Durusdinium11124	0	3	10	1	0	0	0	0	26	0	13	29	18	16	14	0	0	23	0	0	5	4	0	19	
Durusdinium11127	3	4	7	1	0	0	0	0	12	0	5	10	5	3	4	0	0	4	0	0	1	2	7	6	
Durusdinium11128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Durusdinium11129	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	
Durusdinium11130	0	0	4	0	0	0	0	0	3	1	2	2	1	1	2	0	0	0	0	0	0	0	0	2	
Durusdinium11132	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium11133	4	0	3	0	0	0	0	0	20	0	15	41	27	31	32	0	0	41	0	0	0	20	0	32	
Durusdinium11136	0	0	0	0	0	0	0	0	2	0	2	4	3	7	2	0	0	3	0	0	0	1	0	2	
Durusdinium11137	0	0	0	0	0	0	0	0	19	0	7	15	12	10	14	0	0	9	0	0	0	11	0	9	
Durusdinium11139	0	0	4	4	0	0	0	0	1	0	4	4	2	4	0	0	0	0	3	0	0	3	0	6	
Durusdinium1114	3	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	2	
Durusdinium11143	0	0	0	2	0	0	0	0	2	0	0	1	2	1	2	0	0	0	0	0	0	0	0	0	
Durusdinium11146	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium11153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
Durusdinium11154	0	0	5	0	0	0	0	0	0	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0	
Durusdinium11156	3	6	3	2	0	0	0	0	6	1	3	12	8	21	10	0	0	18	0	0	2	3	0	9	
Durusdinium11157	0	2	2	0	0	0	0	0	2	1	1	7	2	5	3	0	0	1	0	0	0	4	1	8	
Durusdinium11158	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	1	5	0	6	
Durusdinium1116	3	2	10	29	0	0	0	0	20	8	33	23	19	19	22	0	0	19	0	0	7	8	2	27	
Durusdinium11160	7	3	1	1	0	0	0	0	16	0	12	24	26	23	28	0	0	26	2	0	13	8	6	31	
Durusdinium11161	0	0	3	0	0	0	0	0	1	0	0	3	4	1	0	0	0	1	0	0	0	2	0	2	
Durusdinium11164	0	0	6	9	0	0	0	0	12	0	3	7	9	16	11	0	0	12	0	0	14	14	10	11	
Durusdinium11166	1	5	4	3	0	0	0	0	7	0	5	23	19	12	11	0	0	24	4	0	15	12	2	23	
Durusdinium11167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
Durusdinium1117	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	6	
Durusdinium11177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	
Durusdinium11178	8	0	0	0	0	0	0	0	1	0	1	2	0	1	0	0	0	2	0	0	2	2	0	1	
Durusdinium11182	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium11183	0	0	0	1	0	0	0	0	1	0	1	5	5	1	0	0	0	6	0	0	0	2	0	5	
Durusdinium11198	0	0	0	0	0	0	0	0	0	0	1	9	3	2	5	0	0	4	0	0	0	0	0	0	
Durusdinium11199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
Durusdinium11201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
Durusdinium11208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
Durusdinium1121	0	0	0	0	0	0	0	0	3	0	7	4	2	9	8	0	0	9	0	0	0	0	0	15	
Durusdinium11211	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium11212	0	0	0	4	0	0	0	0	2	0	1	1	0	1	0	0	0	0	0	0	3	5	0	3	
Durusdinium11213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	
Durusdinium11216	1	0	5	4	0	0	0	0	12	2	2	8	12	14	15	0	0	15	0	0	1	5	0	8	
Durusdinium11217	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium11220	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium11221	0	2	1	2	0	0	0	0	1	0	5	5	2	6	4	0	0	7	0	0	0	0	0	2	
Durusdinium11222	0	3	1	0	0	0	0	0	3	0	2	2	2	7	6	0	0	5	0	0	6	3	2	10	
Durusdinium11223	0	0	0	0	0	0	0	0	3	0	1	3	4	7	2	0	0	1	2	0	5	5	1	2	
Durusdinium11226	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	4	0	0	0	0	0	4	
Durusdinium11229	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	2	0	0	0	0	0	4	
Durusdinium11230	0	0	0	0	0	0	0	0	2	0	0	4	3	6	4	0	0	2	0	0	3	3	0	14	
Durusdinium11238	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	
Durusdinium11241	0	2	8	1	0	0	0	0	11	0	3	10	6	13	12	0	0	4	0	0	1	1	0	11	
Durusdinium11242	0	0	0	0	0	0	0	0	0	7	2	0	4	0	0	0	0	4	0	0	0	1	0	2	
Durusdinium11245	3	4	4	4	0	0	0	1	4	1	5	6	5	7	2	0	0	3	1	0	4	3	3	2	
Durusdinium11252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
Durusdinium11253	0	4	0	0	0	0	0	0	3	0	0	4	0	5	9	0	0	4	0	0	0	0	6	4	
Durusdinium11254	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium11255	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	
Durusdinium11257	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	0	0	2	0	0	
Durusdinium11258	0	2	5	9	0	0	0	0	13	0	5	6	2	13	5	0	0	9	0	0	0	12	0	10	
Durusdinium11259	1	1	5	3	0	0	0	0	19	0	15	26	24	18	16	0	0	16	4	0	2	29	0	23	
Durusdinium11261	4	5	1	0	0	0	0	0	12	0	5	4	10	11	6	0	0	4	0	0	6	1	0	8	
Durusdinium11262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
Durusdinium11264	0	0	4	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	3	
Durusdinium11269	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
